result_file,template_id,row_number,column_key,column_name,value_type,ocr_value,ground_truth_value,exact_match,normalized_match
Gilt developer_p1_gilt_developer_llm.csv,gilt_developer,4,hi,HI,temperature,,73.1,False,False
Gilt developer_p1_gilt_developer_llm.csv,gilt_developer,5,hi,HI,temperature,,71.4,False,False
Gilt developer_p1_gilt_developer_llm.csv,gilt_developer,6,hi,HI,temperature,,81.4,False,False
Gilt developer_p1_gilt_developer_llm.csv,gilt_developer,7,hi,HI,temperature,,70.3,False,False
Gilt developer_p1_gilt_developer_llm.csv,gilt_developer,8,hi,HI,temperature,,84.2,False,False
Gilt developer_p1_gilt_developer_llm.csv,gilt_developer,9,hi,HI,temperature,,73.3,False,False
Gilt developer_p1_gilt_developer_llm.csv,gilt_developer,10,hi,HI,temperature,,76.5,False,False
Gilt developer_p1_gilt_developer_llm.csv,gilt_developer,11,hi,HI,temperature,,84.3,False,False
Gilt developer_p1_gilt_developer_llm.csv,gilt_developer,12,hi,HI,temperature,,80.6,False,False
Gilt developer_p1_gilt_developer_llm.csv,gilt_developer,13,hi,HI,temperature,,89.2,False,False
Gilt developer_p1_gilt_developer_llm.csv,gilt_developer,14,hi,HI,temperature,,75.8,False,False
Gilt developer_p1_gilt_developer_llm.csv,gilt_developer,15,hi,HI,temperature,,82.6,False,False
Gilt developer_p1_gilt_developer_llm.csv,gilt_developer,16,hi,HI,temperature,,91.5,False,False
Gilt developer_p1_gilt_developer_llm.csv,gilt_developer,17,hi,HI,temperature,,86.1,False,False
Gilt developer_p1_gilt_developer_llm.csv,gilt_developer,18,hi,HI,temperature,,72.5,False,False
Gilt developer_p1_gilt_developer_llm.csv,gilt_developer,19,hi,HI,temperature,,77.1,False,False
Gilt developer_p1_gilt_developer_llm.csv,gilt_developer,20,hi,HI,temperature,,72.3,False,False
Gilt developer_p1_gilt_developer_llm.csv,gilt_developer,21,hi,HI,temperature,,72.2,False,False
Gilt developer_p1_gilt_developer_llm.csv,gilt_developer,22,hi,HI,temperature,,72.3,False,False
Gilt developer_p1_gilt_developer_llm.csv,gilt_developer,23,hi,HI,temperature,,72.2,False,False
Gilt developer_p1_gilt_developer_llm.csv,gilt_developer,24,hi,HI,temperature,,72.5,False,False
Gilt developer_p1_gilt_developer_llm.csv,gilt_developer,25,hi,HI,temperature,,72.8,False,False
Gilt developer_p1_gilt_developer_llm.csv,gilt_developer,26,hi,HI,temperature,,75.9,False,False
Gilt developer_p1_gilt_developer_llm.csv,gilt_developer,27,hi,HI,temperature,,79.1,False,False
Gilt developer_p1_gilt_developer_llm.csv,gilt_developer,28,hi,HI,temperature,,80.1,False,False
Gilt developer_p1_gilt_developer_llm.csv,gilt_developer,29,hi,HI,temperature,,74.6,False,False
Gilt developer_p1_gilt_developer_llm.csv,gilt_developer,30,hi,HI,temperature,,73.6,False,False
Gilt developer_p1_gilt_developer_llm.csv,gilt_developer,31,hi,HI,temperature,,79.8,False,False
Gilt developer_p1_gilt_developer_llm.csv,gilt_developer,32,hi,HI,temperature,,74.2,False,False
Gilt developer_p1_gilt_developer_llm.csv,gilt_developer,1,lo,LO,temperature,,66.4,False,False
Gilt developer_p1_gilt_developer_llm.csv,gilt_developer,2,lo,LO,temperature,,66.8,False,False
Gilt developer_p1_gilt_developer_llm.csv,gilt_developer,3,lo,LO,temperature,,66.2,False,False
Gilt developer_p1_gilt_developer_llm.csv,gilt_developer,4,lo,LO,temperature,,66,False,False
Gilt developer_p1_gilt_developer_llm.csv,gilt_developer,5,lo,LO,temperature,,69.4,False,False
Gilt developer_p1_gilt_developer_llm.csv,gilt_developer,6,lo,LO,temperature,,66.7,False,False
Gilt developer_p1_gilt_developer_llm.csv,gilt_developer,7,lo,LO,temperature,,66.3,False,False
Gilt developer_p1_gilt_developer_llm.csv,gilt_developer,8,lo,LO,temperature,,65.9,False,False
Gilt developer_p1_gilt_developer_llm.csv,gilt_developer,9,lo,LO,temperature,,69.3,False,False
Gilt developer_p1_gilt_developer_llm.csv,gilt_developer,10,lo,LO,temperature,,65.5,False,False
Gilt developer_p1_gilt_developer_llm.csv,gilt_developer,11,lo,LO,temperature,,65.7,False,False
Gilt developer_p1_gilt_developer_llm.csv,gilt_developer,12,lo,LO,temperature,,65.5,False,False
Gilt developer_p1_gilt_developer_llm.csv,gilt_developer,13,lo,LO,temperature,,69,False,False
Gilt developer_p1_gilt_developer_llm.csv,gilt_developer,14,lo,LO,temperature,,69.1,False,False
Gilt developer_p1_gilt_developer_llm.csv,gilt_developer,15,lo,LO,temperature,,70.4,False,False
Gilt developer_p1_gilt_developer_llm.csv,gilt_developer,16,lo,LO,temperature,,69.9,False,False
Gilt developer_p1_gilt_developer_llm.csv,gilt_developer,17,lo,LO,temperature,,71.9,False,False
Gilt developer_p1_gilt_developer_llm.csv,gilt_developer,18,lo,LO,temperature,,68.8,False,False
Gilt developer_p1_gilt_developer_llm.csv,gilt_developer,19,lo,LO,temperature,,67.9,False,False
Gilt developer_p1_gilt_developer_llm.csv,gilt_developer,20,lo,LO,temperature,,67.3,False,False
Gilt developer_p1_gilt_developer_llm.csv,gilt_developer,21,lo,LO,temperature,,67.4,False,False
Gilt developer_p1_gilt_developer_llm.csv,gilt_developer,22,lo,LO,temperature,,67.6,False,False
Gilt developer_p1_gilt_developer_llm.csv,gilt_developer,23,lo,LO,temperature,,67.6,False,False
Gilt developer_p1_gilt_developer_llm.csv,gilt_developer,24,lo,LO,temperature,,67.5,False,False
Gilt developer_p1_gilt_developer_llm.csv,gilt_developer,25,lo,LO,temperature,,67.8,False,False
Gilt developer_p1_gilt_developer_llm.csv,gilt_developer,26,lo,LO,temperature,,67.8,False,False
Gilt developer_p1_gilt_developer_llm.csv,gilt_developer,27,lo,LO,temperature,,68,False,False
Gilt developer_p1_gilt_developer_llm.csv,gilt_developer,28,lo,LO,temperature,,68.1,False,False
Gilt developer_p1_gilt_developer_llm.csv,gilt_developer,29,lo,LO,temperature,,67.9,False,False
Gilt developer_p1_gilt_developer_llm.csv,gilt_developer,30,lo,LO,temperature,,67.9,False,False
Gilt developer_p1_gilt_developer_llm.csv,gilt_developer,31,lo,LO,temperature,,67.4,False,False
Gilt developer_p1_gilt_developer_llm.csv,gilt_developer,32,lo,LO,temperature,,67,False,False
Gilt developer_p1_gilt_developer_llm.csv,gilt_developer,1,comments,Comments,english_text,,All good                         Matrix KT,False,False
Gilt developer_p1_gilt_developer_llm.csv,gilt_developer,2,comments,Comments,english_text,,All good                         Matrix KT,False,False
Gilt developer_p1_gilt_developer_llm.csv,gilt_developer,3,comments,Comments,english_text,,All good                         Matrix AI,False,False
Gilt developer_p1_gilt_developer_llm.csv,gilt_developer,4,comments,Comments,english_text,,All good                         Matrix CJR,False,False
Gilt developer_p1_gilt_developer_llm.csv,gilt_developer,5,comments,Comments,english_text,,"All good                         Matrix CJR   pen 5, 6 out of feed in pm",False,False
Gilt developer_p1_gilt_developer_llm.csv,gilt_developer,6,comments,Comments,english_text,,All good                         Matrix AI,False,False
Gilt developer_p1_gilt_developer_llm.csv,gilt_developer,7,comments,Comments,english_text,,All good                         Matrix KT,False,False
Gilt developer_p1_gilt_developer_llm.csv,gilt_developer,8,comments,Comments,english_text,,All good                         Matrix KT,False,False
Gilt developer_p1_gilt_developer_llm.csv,gilt_developer,9,comments,Comments,english_text,,All good                         Matrix EY,False,False
Gilt developer_p1_gilt_developer_llm.csv,gilt_developer,10,comments,Comments,english_text,,All good                         Matrix EY,False,False
Gilt developer_p1_gilt_developer_llm.csv,gilt_developer,11,comments,Comments,english_text,,All good                         Matrix EY,False,False
Gilt developer_p1_gilt_developer_llm.csv,gilt_developer,12,comments,Comments,english_text,,All good                         -------------,False,False
Gilt developer_p1_gilt_developer_llm.csv,gilt_developer,13,comments,Comments,english_text,,"All good                         AM drop          -------------
                                            all KT",False,False
Gilt developer_p1_gilt_developer_llm.csv,gilt_developer,14,comments,Comments,english_text,,"All good                         AM drop          lunch CJR        PM BS
                                            all CH",False,False
Gilt developer_p1_gilt_developer_llm.csv,gilt_developer,15,comments,Comments,english_text,,"All good                         AM drop                                          PM CH
                                            all KT",False,False
Gilt developer_p1_gilt_developer_llm.csv,gilt_developer,16,comments,Comments,english_text,,"All good                         noon drop                                      Temps taken
                                                                                                           @ shutdown",False,False
Gilt developer_p1_gilt_developer_llm.csv,gilt_developer,17,comments,Comments,english_text,,All good                         -------------,False,False
Gilt developer_p1_gilt_developer_llm.csv,gilt_developer,18,comments,Comments,english_text,,All good,False,False
Gilt developer_p1_gilt_developer_llm.csv,gilt_developer,19,comments,Comments,english_text,,All good,False,False
Gilt developer_p1_gilt_developer_llm.csv,gilt_developer,20,comments,Comments,english_text,,All good,False,False
Gilt developer_p1_gilt_developer_llm.csv,gilt_developer,21,comments,Comments,english_text,,All good,False,False
Gilt developer_p1_gilt_developer_llm.csv,gilt_developer,22,comments,Comments,english_text,,All good,False,False
Gilt developer_p1_gilt_developer_llm.csv,gilt_developer,23,comments,Comments,english_text,,All good                         Bin 3 empty,False,False
Gilt developer_p1_gilt_developer_llm.csv,gilt_developer,24,comments,Comments,english_text,,All good,False,False
Gilt developer_p1_gilt_developer_llm.csv,gilt_developer,25,comments,Comments,english_text,,All good,False,False
Gilt developer_p1_gilt_developer_llm.csv,gilt_developer,26,comments,Comments,english_text,,All good,False,False
Gilt developer_p1_gilt_developer_llm.csv,gilt_developer,27,comments,Comments,english_text,,All good,False,False
Gilt developer_p1_gilt_developer_llm.csv,gilt_developer,28,comments,Comments,english_text,,All good,False,False
Gilt developer_p1_gilt_developer_llm.csv,gilt_developer,29,comments,Comments,english_text,,All good,False,False
Gilt developer_p1_gilt_developer_llm.csv,gilt_developer,30,comments,Comments,english_text,,All good,False,False
Gilt developer_p1_gilt_developer_llm.csv,gilt_developer,31,comments,Comments,english_text,,All good,False,False
Gilt developer_p1_gilt_developer_llm.csv,gilt_developer,32,comments,Comments,english_text,,All good,False,False
Metabolism room E_p1_metabolism_room_e_llm.csv,metabolism_room_e,1,date,Date,date_dd_mon,,01-May,False,False
Metabolism room E_p1_metabolism_room_e_llm.csv,metabolism_room_e,2,date,Date,date_dd_mon,,02-May,False,False
Metabolism room E_p1_metabolism_room_e_llm.csv,metabolism_room_e,3,date,Date,date_dd_mon,,03-May,False,False
Metabolism room E_p1_metabolism_room_e_llm.csv,metabolism_room_e,4,date,Date,date_dd_mon,,04-May,False,False
Metabolism room E_p1_metabolism_room_e_llm.csv,metabolism_room_e,5,date,Date,date_dd_mon,,05-May,False,False
Metabolism room E_p1_metabolism_room_e_llm.csv,metabolism_room_e,6,date,Date,date_dd_mon,,06-May,False,False
Metabolism room E_p1_metabolism_room_e_llm.csv,metabolism_room_e,7,date,Date,date_dd_mon,,07-May,False,False
Metabolism room E_p1_metabolism_room_e_llm.csv,metabolism_room_e,8,date,Date,date_dd_mon,,08-May,False,False
Metabolism room E_p1_metabolism_room_e_llm.csv,metabolism_room_e,9,date,Date,date_dd_mon,,09-May,False,False
Metabolism room E_p1_metabolism_room_e_llm.csv,metabolism_room_e,10,date,Date,date_dd_mon,,10-May,False,False
Metabolism room E_p1_metabolism_room_e_llm.csv,metabolism_room_e,11,date,Date,date_dd_mon,,11-May,False,False
Metabolism room E_p1_metabolism_room_e_llm.csv,metabolism_room_e,12,date,Date,date_dd_mon,,12-May,False,False
Metabolism room E_p1_metabolism_room_e_llm.csv,metabolism_room_e,13,date,Date,date_dd_mon,,13-May,False,False
Metabolism room E_p1_metabolism_room_e_llm.csv,metabolism_room_e,14,date,Date,date_dd_mon,,14-May,False,False
Metabolism room E_p1_metabolism_room_e_llm.csv,metabolism_room_e,15,date,Date,date_dd_mon,,15-May,False,False
Metabolism room E_p1_metabolism_room_e_llm.csv,metabolism_room_e,16,date,Date,date_dd_mon,,16-May,False,False
Metabolism room E_p1_metabolism_room_e_llm.csv,metabolism_room_e,17,date,Date,date_dd_mon,,17-May,False,False
Metabolism room E_p1_metabolism_room_e_llm.csv,metabolism_room_e,18,date,Date,date_dd_mon,,18-May,False,False
Metabolism room E_p1_metabolism_room_e_llm.csv,metabolism_room_e,19,date,Date,date_dd_mon,,19-May,False,False
Metabolism room E_p1_metabolism_room_e_llm.csv,metabolism_room_e,20,date,Date,date_dd_mon,,20-May,False,False
Metabolism room E_p1_metabolism_room_e_llm.csv,metabolism_room_e,21,date,Date,date_dd_mon,,21-May,False,False
Metabolism room E_p1_metabolism_room_e_llm.csv,metabolism_room_e,22,date,Date,date_dd_mon,,22-May,False,False
Metabolism room E_p1_metabolism_room_e_llm.csv,metabolism_room_e,23,date,Date,date_dd_mon,,23-May,False,False
Metabolism room E_p1_metabolism_room_e_llm.csv,metabolism_room_e,24,date,Date,date_dd_mon,,24-May,False,False
Metabolism room E_p1_metabolism_room_e_llm.csv,metabolism_room_e,25,date,Date,date_dd_mon,,25-May,False,False
Metabolism room E_p1_metabolism_room_e_llm.csv,metabolism_room_e,26,date,Date,date_dd_mon,,26-May,False,False
Metabolism room E_p1_metabolism_room_e_llm.csv,metabolism_room_e,27,date,Date,date_dd_mon,,27-May,False,False
Metabolism room E_p1_metabolism_room_e_llm.csv,metabolism_room_e,28,date,Date,date_dd_mon,,28-May,False,False
Metabolism room E_p1_metabolism_room_e_llm.csv,metabolism_room_e,29,date,Date,date_dd_mon,,29-May,False,False
Metabolism room E_p1_metabolism_room_e_llm.csv,metabolism_room_e,30,date,Date,date_dd_mon,,30-May,False,False
Metabolism room E_p1_metabolism_room_e_llm.csv,metabolism_room_e,31,date,Date,date_dd_mon,,31-May,False,False
Metabolism room E_p1_metabolism_room_e_llm.csv,metabolism_room_e,1,comments,Comments,english_text,,Loaded,False,False
Metabolism room E_p1_metabolism_room_e_llm.csv,metabolism_room_e,2,comments,Comments,english_text,,,True,True
Metabolism room E_p1_metabolism_room_e_llm.csv,metabolism_room_e,3,comments,Comments,english_text,,,True,True
Metabolism room E_p1_metabolism_room_e_llm.csv,metabolism_room_e,4,comments,Comments,english_text,,,True,True
Metabolism room E_p1_metabolism_room_e_llm.csv,metabolism_room_e,5,comments,Comments,english_text,,,True,True
Metabolism room E_p1_metabolism_room_e_llm.csv,metabolism_room_e,6,comments,Comments,english_text,,,True,True
Metabolism room E_p1_metabolism_room_e_llm.csv,metabolism_room_e,7,comments,Comments,english_text,,,True,True
Metabolism room E_p1_metabolism_room_e_llm.csv,metabolism_room_e,8,comments,Comments,english_text,,,True,True
Metabolism room E_p1_metabolism_room_e_llm.csv,metabolism_room_e,9,comments,Comments,english_text,,,True,True
Metabolism room E_p1_metabolism_room_e_llm.csv,metabolism_room_e,10,comments,Comments,english_text,,,True,True
Metabolism room E_p1_metabolism_room_e_llm.csv,metabolism_room_e,11,comments,Comments,english_text,,,True,True
Metabolism room E_p1_metabolism_room_e_llm.csv,metabolism_room_e,12,comments,Comments,english_text,,,True,True
Metabolism room E_p1_metabolism_room_e_llm.csv,metabolism_room_e,13,comments,Comments,english_text,,,True,True
Metabolism room E_p1_metabolism_room_e_llm.csv,metabolism_room_e,14,comments,Comments,english_text,,,True,True
Metabolism room E_p1_metabolism_room_e_llm.csv,metabolism_room_e,15,comments,Comments,english_text,,,True,True
Metabolism room E_p1_metabolism_room_e_llm.csv,metabolism_room_e,16,comments,Comments,english_text,,,True,True
Metabolism room E_p1_metabolism_room_e_llm.csv,metabolism_room_e,17,comments,Comments,english_text,,,True,True
Metabolism room E_p1_metabolism_room_e_llm.csv,metabolism_room_e,18,comments,Comments,english_text,,,True,True
Metabolism room E_p1_metabolism_room_e_llm.csv,metabolism_room_e,19,comments,Comments,english_text,,,True,True
Metabolism room E_p1_metabolism_room_e_llm.csv,metabolism_room_e,20,comments,Comments,english_text,,,True,True
Metabolism room E_p1_metabolism_room_e_llm.csv,metabolism_room_e,21,comments,Comments,english_text,,Loaded,False,False
Metabolism room E_p1_metabolism_room_e_llm.csv,metabolism_room_e,22,comments,Comments,english_text,,,True,True
Metabolism room E_p1_metabolism_room_e_llm.csv,metabolism_room_e,23,comments,Comments,english_text,,,True,True
Metabolism room E_p1_metabolism_room_e_llm.csv,metabolism_room_e,24,comments,Comments,english_text,,,True,True
Metabolism room E_p1_metabolism_room_e_llm.csv,metabolism_room_e,25,comments,Comments,english_text,,,True,True
Metabolism room E_p1_metabolism_room_e_llm.csv,metabolism_room_e,26,comments,Comments,english_text,,,True,True
Metabolism room E_p1_metabolism_room_e_llm.csv,metabolism_room_e,27,comments,Comments,english_text,,,True,True
Metabolism room E_p1_metabolism_room_e_llm.csv,metabolism_room_e,28,comments,Comments,english_text,,,True,True
Metabolism room E_p1_metabolism_room_e_llm.csv,metabolism_room_e,29,comments,Comments,english_text,,,True,True
Metabolism room E_p1_metabolism_room_e_llm.csv,metabolism_room_e,30,comments,Comments,english_text,,,True,True
Metabolism room E_p1_metabolism_room_e_llm.csv,metabolism_room_e,31,comments,Comments,english_text,,,True,True
